402780	7 Jul 20	10:15:00	1	14	0	0	0	0	0	27	15	46	4	0	31	8	37	24	0	6	12	30	15	8	8	33	4	0	5	24	26	0	0	16	11	11	0	0	0	0	0
402795	7 Jul 20	10:30:00	1	14	0	0	0	0	0	25	7	31	0	18	16	1	34	25	3	0	7	26	1	15	0	23	8	0	14	24	23	11	3	7	9	19	0	0	0	0	0
402810	7 Jul 20	10:45:00	1	14	0	0	0	0	0	10	0	43	0	13	33	18	36	6	3	0	0	53	10	19	20	26	21	4	3	28	12	11	4	17	9	12	0	0	0	0	0
402825	7 Jul 20	11:00:00	1	14	0	0	0	0	0	23	25	21	7	6	17	0	25	1	0	23	2	31	2	2	7	20	7	5	0	15	7	0	0	7	7	40	0	0	0	0	0
402840	7 Jul 20	11:15:00	1	14	0	0	0	0	0	0	13	16	18	32	27	0	54	17	2	3	17	6	0	16	29	15	0	0	0	4	13	21	0	5	0	29	0	0	0	0	0
402855	7 Jul 20	11:30:00	1	14	0	0	0	0	0	16	12	6	7	13	9	17	13	0	10	0	7	52	21	6	24	0	17	1	13	0	20	15	8	6	50	33	0	0	0	0	0
402870	7 Jul 20	11:45:00	1	14	0	0	0	0	0	38	11	26	8	0	21	0	0	7	1	0	0	11	0	2	25	0	8	9	15	24	19	2	12	4	3	4	0	0	0	0	0
402885	7 Jul 20	12:00:00	1	14	0	0	0	0	0	19	2	34	1	41	35	2	0	6	3	2	13	9	7	0	0	0	0	3	0	17	3	5	0	0	17	24	0	0	0	0	0
402900	7 Jul 20	12:15:00	1	14	0	0	0	0	0	0	5	8	15	44	1	11	7	11	11	25	4	1	3	7	0	5	0	2	0	0	19	19	1	9	7	2	0	0	0	0	0
402915	7 Jul 20	12:30:00	1	14	0	0	0	0	0	26	8	2	0	2	27	2	12	11	0	22	14	11	1	4	0	9	0	1	8	34	8	10	11	23	13	16	0	0	0	0	0
402930	7 Jul 20	12:45:00	1	14	0	0	0	0	0	20	3	0	0	9	49	0	0	21	4	27	11	4	4	10	12	23	0	15	3	0	0	23	1	13	41	29	0	0	0	0	0
402945	7 Jul 20	13:00:00	1	14	0	0	0	0	0	18	11	30	12	32	8	12	46	1	4	35	0	0	47	12	29	0	2	27	1	13	15	0	3	18	1	2	0	0	0	0	0
402960	7 Jul 20	13:15:00	1	14	0	0	0	0	0	0	3	12	5	16	6	6	58	14	0	2	17	27	2	6	1	0	0	1	10	29	14	19	0	1	59	3	0	0	0	0	0
402975	7 Jul 20	13:30:00	1	14	0	0	0	0	0	42	7	22	12	7	0	2	14	2	25	7	7	11	0	8	19	28	14	26	8	2	20	8	0	28	0	1	0	0	0	0	0
402990	7 Jul 20	13:45:00	1	14	0	0	0	0	0	0	6	17	5	18	28	6	23	4	0	2	0	17	3	13	3	2	0	25	0	19	3	6	8	11	2	21	0	0	0	0	0
403005	7 Jul 20	14:00:00	1	14	0	0	0	0	0	20	2	5	0	0	23	5	17	26	0	0	16	8	16	2	0	10	13	21	0	7	11	0	15	10	28	24	0	0	0	0	0
403020	7 Jul 20	14:15:00	1	14	0	0	0	0	0	10	3	7	0	15	18	19	21	28	20	1	2	0	27	0	0	4	0	18	1	0	21	9	0	14	20	21	0	0	0	0	0
403035	7 Jul 20	14:30:00	1	14	0	0	0	0	0	0	11	13	0	25	26	0	10	5	13	0	0	0	6	0	9	16	6	0	0	0	0	9	0	12	3	28	0	0	0	0	0
403050	7 Jul 20	14:45:00	1	14	0	0	0	0	0	24	0	3	0	8	27	0	0	5	6	0	0	0	25	4	25	31	8	5	0	28	23	13	2	13	13	17	0	0	0	0	0
403065	7 Jul 20	15:00:00	1	14	0	0	0	0	0	0	16	3	0	1	9	6	16	0	1	37	19	0	0	12	32	6	0	1	2	26	15	16	11	1	2	0	0	0	0	0	0
403080	7 Jul 20	15:15:00	1	14	0	0	0	0	0	0	2	40	8	47	0	15	33	0	1	9	8	31	12	12	26	29	0	19	0	0	22	1	6	26	2	0	0	0	0	0	0
403095	7 Jul 20	15:30:00	1	14	0	0	0	0	0	0	0	28	25	54	19	8	4	0	19	27	3	2	13	0	2	14	0	9	0	31	32	3	0	0	0	30	0	0	0	0	0
403110	7 Jul 20	15:45:00	1	14	0	0	0	0	0	20	2	33	7	18	17	0	37	4	0	9	3	14	4	11	0	2	0	2	0	20	0	0	0	0	0	24	0	0	0	0	0
403125	7 Jul 20	16:00:00	1	14	0	0	0	0	0	19	14	27	0	38	16	12	29	26	0	24	0	15	15	0	0	5	0	3	0	0	10	15	15	16	3	38	0	0	0	0	0
403140	7 Jul 20	16:15:00	1	14	0	0	0	0	0	0	0	0	2	38	21	1	0	24	11	0	0	18	1	0	0	24	0	0	0	1	25	1	8	13	0	23	0	0	0	0	0
403155	7 Jul 20	16:30:00	1	14	0	0	0	0	0	0	7	22	21	31	0	0	36	28	4	0	1	0	11	2	0	22	8	22	0	0	0	0	5	13	26	1	0	0	0	0	0
403170	7 Jul 20	16:45:00	1	14	0	0	0	0	0	0	24	26	0	0	8	0	0	5	0	0	19	0	21	46	33	23	17	0	0	3	15	2	0	12	0	8	0	0	0	0	0
403185	7 Jul 20	17:00:00	1	14	0	0	0	0	0	8	0	0	0	0	25	5	8	0	11	0	3	0	3	6	14	0	6	7	0	5	10	27	0	16	23	36	0	0	0	0	0
403200	7 Jul 20	17:15:00	1	14	0	0	0	0	0	18	0	9	0	6	31	8	16	23	11	23	15	11	2	0	18	37	0	18	2	30	22	1	13	12	21	19	0	0	0	0	0
403215	7 Jul 20	17:30:00	1	14	0	0	0	0	0	6	14	2	0	0	24	10	5	6	1	15	0	0	1	23	0	23	0	5	0	15	42	8	3	0	1	0	0	0	0	0	0
403230	7 Jul 20	17:45:00	1	14	0	0	0	0	0	0	0	40	0	9	19	0	22	1	23	0	0	0	4	0	0	26	13	4	0	0	21	17	0	12	6	1	0	0	0	0	0
403245	7 Jul 20	18:00:00	1	14	0	0	0	0	0	0	0	41	0	32	29	3	52	18	2	23	10	30	9	16	17	6	2	11	1	25	6	6	0	3	13	22	0	0	0	0	0
403260	7 Jul 20	18:15:00	1	14	0	0	0	0	0	0	9	29	0	21	36	4	12	11	0	9	7	6	36	20	0	0	0	0	0	20	23	7	14	6	2	28	0	0	0	0	0
403275	7 Jul 20	18:30:00	1	14	0	0	0	0	0	0	9	21	0	24	29	8	23	0	11	0	0	26	18	0	0	8	5	0	5	0	8	5	0	12	13	20	0	0	0	0	0
403290	7 Jul 20	18:45:00	1	14	0	0	0	0	0	0	11	49	47	15	33	9	6	5	2	8	12	0	7	15	3	0	15	40	26	0	17	7	19	14	9	0	0	0	0	0	0
403305	7 Jul 20	19:00:00	1	14	0	0	0	0	0	0	16	43	64	11	29	5	7	34	0	50	2	0	10	6	31	20	0	4	0	27	15	15	12	16	0	31	0	0	0	0	0
403320	7 Jul 20	19:15:00	1	14	0	0	0	0	0	0	11	9	15	14	31	26	70	17	11	9	10	17	28	16	22	12	3	23	13	18	28	10	7	2	12	18	0	0	0	0	0
403335	7 Jul 20	19:30:00	1	14	0	0	0	0	0	9	17	13	0	34	23	3	44	8	2	10	3	7	6	4	2	9	4	2	13	6	51	18	8	11	5	13	0	0	0	0	0
403350	7 Jul 20	19:45:00	1	14	0	0	0	0	0	33	0	28	8	4	14	13	38	9	4	11	5	3	7	7	6	16	20	11	17	18	10	4	0	4	40	25	0	0	0	0	0
403365	7 Jul 20	20:00:00	1	14	0	0	0	0	0	35	49	25	9	11	13	12	33	13	11	18	7	39	17	16	44	16	13	6	6	32	16	17	1	10	13	22	0	0	0	0	0
403380	7 Jul 20	20:15:00	1	14	0	0	0	0	0	29	9	32	18	33	35	8	25	15	9	24	12	12	17	17	0	17	14	9	16	30	10	7	4	4	19	22	0	0	0	0	0
403395	7 Jul 20	20:30:00	1	14	0	0	0	0	0	30	4	9	33	38	64	5	27	14	0	16	9	4	22	3	18	25	12	15	23	26	12	6	4	14	1	28	0	0	0	0	0
403410	7 Jul 20	20:45:00	1	14	0	0	0	0	0	32	11	31	25	29	25	12	28	20	20	8	8	22	6	16	24	38	1	9	17	33	20	16	0	21	11	13	0	0	0	0	0
403425	7 Jul 20	21:00:00	1	14	0	0	0	0	0	7	9	26	6	71	28	16	28	12	18	17	9	12	13	6	7	16	16	14	20	23	12	30	19	11	27	29	0	0	0	0	0
403440	7 Jul 20	21:15:00	1	14	0	0	0	0	0	3	1	27	9	44	17	9	36	11	17	35	11	16	17	13	8	10	3	10	13	31	19	22	11	13	13	22	0	0	0	0	0
403455	7 Jul 20	21:30:00	1	14	0	0	0	0	0	25	16	26	17	48	26	25	32	9	21	28	14	18	19	5	21	27	10	9	22	25	21	11	2	16	26	34	0	0	0	0	0
403470	7 Jul 20	21:45:00	1	14	0	0	0	0	0	20	14	22	18	12	34	13	31	20	17	19	15	71	20	6	22	22	15	11	31	28	29	9	3	25	0	16	0	0	0	0	0
403485	7 Jul 20	22:00:00	1	14	0	0	0	0	0	30	11	38	10	16	27	25	35	27	21	22	16	13	12	16	15	40	12	12	49	32	27	12	0	22	17	50	0	0	0	0	0
403500	7 Jul 20	22:15:00	1	14	0	0	0	0	0	28	12	20	20	26	37	27	38	20	10	22	21	12	24	14	20	27	10	20	34	35	24	5	21	28	4	44	0	0	0	0	0
403515	7 Jul 20	22:30:00	1	14	0	0	0	0	0	14	21	0	35	25	21	20	45	25	18	29	19	16	35	3	28	38	13	10	38	32	28	11	5	25	1	28	0	0	0	0	0
403530	7 Jul 20	22:45:00	1	14	0	0	0	0	0	22	25	0	22	24	31	31	51	26	19	24	35	81	53	9	15	30	7	20	18	7	19	9	19	21	6	22	0	0	0	0	0
